t,pitch_deg,gyro_dps,base_cmd
3.128,0.998616,23.4498,6
3.132,1.09275,23.5325,6
3.136,1.1872,23.6147,6
3.14,1.28199,23.6963,6
3.144,1.3771,23.7774,6
3.148,1.47253,23.8579,6
3.152,1.56828,23.9378,6
3.156,1.66435,24.0173,6
3.16,1.76074,24.0962,6
3.164,1.85743,24.1746,6
3.168,1.95444,24.2525,6
3.172,2.05176,24.33,6
3.176,2.14939,24.4069,6
3.18,2.24733,24.4834,6
3.184,2.34556,24.5594,6
3.188,2.4441,24.635,6
3.192,2.54294,24.7102,6
3.196,2.64208,24.7849,6
3.2,2.74152,24.8592,6
3.204,2.84125,24.933,6
3.208,2.94128,25.0065,6
3.212,3.0416,25.0796,6
3.216,3.14221,25.1523,6
3.22,3.2431,25.2246,6
3.224,3.34429,25.2965,6
3.228,3.44576,25.3681,6
3.232,3.54752,25.4393,6
3.236,3.64956,25.5102,6
3.24,3.75178,25.5559,5.65526
3.244,3.854,25.5531,4.98067
3.248,3.95601,25.5033,4.31763
3.252,4.05764,25.4075,3.65807
3.256,4.15871,25.2667,3.00276
3.26,4.25903,25.082,2.35222
3.264,4.35845,24.8543,1.70696
3.268,4.45679,24.5847,1.06751
3.272,4.55389,24.2744,0.434357
3.276,4.64959,23.9244,-0.191994
3.28,4.74373,23.5358,-0.811062
3.284,4.83617,23.1098,-1.42237
3.288,4.92676,22.6475,-2.02547
3.292,5.01536,22.1501,-2.6199
3.296,5.10183,21.6188,-3.20522
3.3,5.18605,21.0547,-3.781
3.304,5.26789,20.459,-4.34683
3.308,5.34722,19.833,-4.9023
3.312,5.42393,19.1779,-5.44703
3.316,5.49791,18.4948,-5.98064
3.32,5.5692,17.8213,-6
3.324,5.63783,17.1585,-6
3.328,5.70386,16.5063,-6
3.332,5.76731,15.8644,-6
3.336,5.82825,15.2328,-6
3.34,5.88669,14.6113,-6
3.344,5.94269,13.9995,-6
3.348,5.99628,13.3975,-6
3.352,6.0475,12.8051,-6
3.356,6.09639,12.222,-6
3.36,6.14298,11.6481,-6
3.364,6.18731,11.0833,-6
3.368,6.22942,10.5274,-6
3.372,6.26934,9.98019,-6
3.376,6.30711,9.44163,-6
3.38,6.34276,8.91153,-6
3.384,6.37631,8.38974,-6
3.388,6.40782,7.87613,-6
3.392,6.4373,7.37055,-6
3.396,6.46479,6.87286,-6
3.4,6.49032,6.38294,-6
3.404,6.51393,5.90065,-6
3.408,6.53563,5.42586,-6
3.412,6.55546,4.95845,-6
3.416,6.57346,4.49828,-6
3.42,6.58964,4.04523,-6
3.424,6.60403,3.59919,-6
3.428,6.61667,3.16003,-6
3.432,6.62759,2.72764,-6
3.436,6.63679,2.3019,-6
3.44,6.64432,1.88269,-6
3.444,6.6502,1.46992,-6
3.448,6.65446,1.06346,-6
3.452,6.65711,0.663203,-6
3.456,6.65819,0.269053,-6
3.46,6.65771,-0.119097,-6
3.464,6.6557,-0.501352,-6
3.468,6.65219,-0.87781,-6
3.472,6.6472,-1.24857,-6
3.476,6.64074,-1.61373,-6
3.48,6.63285,-1.97339,-6
3.484,6.62354,-2.32764,-6
3.488,6.61283,-2.67657,-6
3.492,6.60075,-3.02027,-6
3.496,6.58732,-3.35884,-6
3.5,6.57255,-3.69236,-6
3.504,6.55646,-4.02091,-6
3.508,6.53909,-4.34459,-6
3.512,6.52043,-4.66347,-6
3.516,6.50052,-4.97764,-6
3.52,6.47937,-5.28717,-6
3.524,6.457,-5.59215,-6
3.528,6.43343,-5.89266,-6
3.532,6.40868,-6.18877,-6
3.536,6.38276,-6.48056,-6
3.54,6.35568,-6.7681,-6
3.544,6.32748,-7.05147,-6
3.548,6.29815,-7.33073,-6
3.552,6.26773,-7.60595,-6
3.556,6.23622,-7.87721,-6
3.56,6.20364,-8.14458,-6
3.564,6.17001,-8.40812,-6
3.568,6.13534,-8.66789,-6
3.572,6.09964,-8.92396,-6
3.576,6.06294,-9.1764,-6
3.58,6.02524,-9.42527,-6
3.584,5.98655,-9.67062,-6
3.588,5.9469,-9.91252,-6
3.592,5.9063,-10.151,-6
3.596,5.86476,-10.3862,-6
3.6,5.82228,-10.6181,-6
3.604,5.7789,-10.8468,-6
3.608,5.73461,-11.0723,-6
3.612,5.68943,-11.2947,-6
3.616,5.64337,-11.5141,-6
3.62,5.59645,-11.7304,-6
3.624,5.54867,-11.9438,-6
3.628,5.50006,-12.1543,-6
3.632,5.45061,-12.362,-6
3.636,5.40034,-12.5669,-6
3.64,5.34927,-12.769,-6
3.644,5.29739,-12.9684,-6
3.648,5.24473,-13.1651,-6
3.652,5.19129,-13.3592,-6
3.656,5.13709,-13.5508,-6
3.66,5.08213,-13.7398,-6
3.664,5.02643,-13.9264,-6
3.668,4.96998,-14.1105,-6
3.672,4.91282,-14.2923,-6
3.676,4.85493,-14.4716,-6
3.68,4.79633,-14.6487,-6
3.684,4.73704,-14.8235,-6
3.688,4.67706,-14.9961,-6
3.692,4.61639,-15.1665,-6
3.696,4.55505,-15.3347,-6
3.7,4.49305,-15.5008,-6
3.704,4.43039,-15.6649,-6
3.708,4.36708,-15.8269,-6
3.712,4.30313,-15.9869,-6
3.716,4.23855,-16.1449,-6
3.72,4.17335,-16.3009,-6
3.724,4.10753,-16.4551,-6
3.728,4.0411,-16.6074,-6
3.732,3.97407,-16.7579,-6
3.736,3.90644,-16.9066,-6
3.74,3.83823,-17.0535,-6
3.744,3.76943,-17.1986,-6
3.748,3.70007,-17.3421,-6
3.752,3.63013,-17.4838,-6
3.756,3.55963,-17.6239,-6
3.76,3.48858,-17.7624,-6
3.764,3.41699,-17.8993,-6
3.768,3.34485,-18.0346,-6
3.772,3.27218,-18.1684,-6
3.776,3.19897,-18.3007,-6
3.78,3.12525,-18.4315,-6
3.784,3.051,-18.5608,-6
3.788,2.97625,-18.6888,-6
3.792,2.90099,-18.8153,-6
3.796,2.82523,-18.9404,-6
3.8,2.74897,-19.0641,-6
3.804,2.67222,-19.1866,-6
3.808,2.59499,-19.3077,-6
3.812,2.51728,-19.4275,-6
3.816,2.4391,-19.5461,-6
3.82,2.36044,-19.6634,-6
3.824,2.28133,-19.7796,-6
3.828,2.20175,-19.8945,-6
3.832,2.12171,-20.0082,-6
3.836,2.04123,-20.1208,-6
3.84,1.9603,-20.2323,-6
3.844,1.87893,-20.3427,-6
3.848,1.79712,-20.4519,-6
3.852,1.71488,-20.5601,-6
3.856,1.63221,-20.6673,-6
3.86,1.54912,-20.7734,-6
3.864,1.46561,-20.8785,-6
3.868,1.38168,-20.9826,-6
3.872,1.29733,-21.0857,-6
3.876,1.21258,-21.1878,-6
3.88,1.12743,-21.289,-6
3.884,1.04187,-21.3893,-6
3.888,0.955914,-21.4887,-6
3.892,0.869565,-21.5872,-6
3.896,0.782826,-21.6848,-6
3.9,0.6957,-21.7816,-6
3.904,0.60819,-21.8775,-6
3.908,0.5203,-21.9726,-6
3.912,0.432032,-22.0668,-6
3.916,0.343391,-22.1603,-6
3.92,0.254379,-22.253,-6
3.924,0.165,-22.3449,-6
3.928,0.0752552,-22.4361,-6
3.932,-0.0148509,-22.5265,-6
3.936,-0.105316,-22.6162,-6
3.94,-0.196137,-22.7052,-6
3.944,-0.287311,-22.7935,-6
3.948,-0.378835,-22.8811,-6
3.952,-0.470707,-22.968,-6
3.956,-0.562925,-23.0543,-6
3.96,-0.655484,-23.14,-6
3.964,-0.748384,-23.2249,-6
3.968,-0.841621,-23.3093,-6
3.972,-0.935194,-23.3931,-6
3.976,-1.0291,-23.4762,-6
3.98,-1.12333,-23.5588,-6
3.984,-1.2179,-23.6408,-6
3.988,-1.31279,-23.7222,-6
3.992,-1.408,-23.8031,-6
3.996,-1.50353,-23.8834,-6
4,-1.59938,-23.9632,-6
4.004,-1.69555,-24.0425,-6
4.008,-1.79204,-24.1213,-6
4.012,-1.88884,-24.1995,-6
4.016,-1.98595,-24.2773,-6
4.02,-2.08337,-24.3546,-6
4.024,-2.18109,-24.4314,-6
4.028,-2.27912,-24.5077,-6
4.032,-2.37746,-24.5836,-6
4.036,-2.47609,-24.6591,-6
4.04,-2.57503,-24.7341,-6
4.044,-2.67426,-24.8087,-6
4.048,-2.77379,-24.8828,-6
4.052,-2.87362,-24.9566,-6
4.056,-2.97374,-25.0299,-6
4.06,-3.07415,-25.1029,-6
4.064,-3.17485,-25.1755,-6
4.068,-3.27584,-25.2476,-6
4.072,-3.37712,-25.3195,-6
4.076,-3.47869,-25.3909,-6
4.08,-3.58053,-25.462,-6
4.084,-3.68267,-25.5328,-6
4.088,-3.78492,-25.5624,-5.433
4.092,-3.88709,-25.5442,-4.76498
4.096,-3.98901,-25.4793,-4.10291
4.1,-4.09048,-25.3687,-3.44466
4.104,-4.19134,-25.2135,-2.79082
4.108,-4.2914,-25.0147,-2.14191
4.112,-4.39049,-24.7732,-1.49846
4.116,-4.48845,-24.4903,-0.860983
4.12,-4.58512,-24.1669,-0.229968
4.124,-4.68034,-23.8042,0.394089
4.128,-4.77395,-23.4033,1.01071
4.132,-4.86581,-22.9654,1.61942
4.136,-4.95578,-22.4915,2.21977
4.14,-5.04371,-21.9829,2.8113
4.144,-5.12947,-21.4407,3.39359
4.148,-5.21294,-20.8662,3.9662
4.152,-5.29398,-20.2605,4.52873
4.156,-5.37248,-19.6248,5.08077
4.16,-5.44832,-18.9604,5.62194
4.164,-5.52144,-18.2795,6
4.168,-5.59187,-17.6094,6
4.172,-5.65967,-16.95,6
4.176,-5.72488,-16.3011,6
4.18,-5.78753,-15.6625,6
4.184,-5.84766,-15.0341,6
4.188,-5.90533,-14.4157,6
4.192,-5.96056,-13.8071,6
4.196,-6.01339,-13.2082,6
4.2,-6.06386,-12.6187,6
4.204,-6.11202,-12.0385,6
4.208,-6.15789,-11.4676,6
4.212,-6.20151,-10.9056,6
4.216,-6.24292,-10.3525,6
4.22,-6.28215,-9.80807,6
4.224,-6.31924,-9.27222,6
4.228,-6.35422,-8.74478,6
4.232,-6.38712,-8.22561,6
4.236,-6.41798,-7.71457,6
4.24,-6.44683,-7.21152,6
4.244,-6.47369,-6.71632,6
4.248,-6.49861,-6.22884,6
4.252,-6.5216,-5.74896,6
4.256,-6.54271,-5.27653,6
4.26,-6.56196,-4.81143,6
4.264,-6.57937,-4.35354,6
4.268,-6.59498,-3.90274,6
4.272,-6.60882,-3.4589,6
4.276,-6.6209,-3.02191,6
4.28,-6.63127,-2.59165,6
4.284,-6.63994,-2.168,6
4.288,-6.64695,-1.75085,6
4.292,-6.65231,-1.3401,6
4.296,-6.65605,-0.935627,6
4.3,-6.6582,-0.537329,6
4.304,-6.65878,-0.1451,6
4.308,-6.65781,0.241162,6
4.312,-6.65533,0.62156,6
4.316,-6.65134,0.996194,6
4.32,-6.64588,1.36516,6
4.324,-6.63897,1.72856,6
4.328,-6.63062,2.08649,6
4.332,-6.62087,2.43903,6
4.336,-6.60972,2.78629,6
4.34,-6.59721,3.12835,6
4.344,-6.58335,3.4653,6
4.348,-6.56816,3.79722,6
4.352,-6.55166,4.12421,6
4.356,-6.53387,4.44635,6
4.36,-6.51482,4.76373,6
4.364,-6.49451,5.07641,6
4.368,-6.47298,5.38449,6
4.372,-6.45022,5.68804,6
4.376,-6.42628,5.98714,6
4.38,-6.40115,6.28187,6
4.384,-6.37486,6.57229,6
4.388,-6.34743,6.8585,6
4.392,-6.31886,7.14054,6
4.396,-6.28919,7.41851,6
4.4,-6.25842,7.69247,6
4.404,-6.22657,7.96248,6
4.408,-6.19365,8.22862,6
4.412,-6.15969,8.49095,6
4.416,-6.12469,8.74954,6
4.42,-6.08867,9.00445,6
4.424,-6.05165,9.25574,6
4.428,-6.01364,9.50348,6
4.432,-5.97465,9.74773,6
4.436,-5.93469,9.98855,6
4.44,-5.89379,10.226,6
4.444,-5.85195,10.4601,6
4.448,-5.80918,10.691,6
4.452,-5.76551,10.9187,6
4.456,-5.72094,11.1432,6
4.46,-5.67548,11.3646,6
4.464,-5.62915,11.583,6
4.468,-5.58195,11.7984,6
4.472,-5.53391,12.0109,6
4.476,-5.48503,12.2205,6
4.48,-5.43532,12.4272,6
4.484,-5.38479,12.6312,6
4.488,-5.33346,12.8325,6
4.492,-5.28134,13.031,6
4.496,-5.22843,13.2269,6
4.5,-5.17475,13.4202,6
4.504,-5.12031,13.611,6
4.508,-5.06511,13.7992,6
4.512,-5.00917,13.985,6
4.516,-4.9525,14.1684,6
4.52,-4.8951,14.3493,6
4.524,-4.83699,14.528,6
4.528,-4.77817,14.7043,6
4.532,-4.71866,14.8784,6
4.536,-4.65846,15.0503,6
4.54,-4.59758,15.22,6
4.544,-4.53603,15.3875,6
4.548,-4.47381,15.553,6
4.552,-4.41095,15.7164,6
4.556,-4.34744,15.8777,6
4.56,-4.28329,16.0371,6
4.564,-4.21851,16.1945,6
4.568,-4.15311,16.35,6
4.572,-4.0871,16.5035,6
4.576,-4.02048,16.6553,6
4.58,-3.95325,16.8051,6
4.584,-3.88544,16.9532,6
4.588,-3.81704,17.0996,6
4.592,-3.74807,17.2442,6
4.596,-3.67852,17.3871,6
4.6,-3.60841,17.5283,6
4.604,-3.53773,17.6679,6
4.608,-3.46651,17.8059,6
4.612,-3.39474,17.9423,6
4.616,-3.32243,18.0771,6
4.62,-3.24959,18.2104,6
4.624,-3.17622,18.3422,6
4.628,-3.10233,18.4725,6
4.632,-3.02793,18.6014,6
4.636,-2.95301,18.7289,6
4.64,-2.87759,18.8549,6
4.644,-2.80167,18.9796,6
4.648,-2.72526,19.103,6
4.652,-2.64836,19.225,6
4.656,-2.57098,19.3457,6
4.66,-2.49312,19.4651,6
4.664,-2.41478,19.5833,6
4.668,-2.33598,19.7003,6
4.672,-2.25672,19.816,6
4.676,-2.177,19.9305,6
4.68,-2.09682,20.0439,6
4.684,-2.0162,20.1562,6
4.688,-1.93513,20.2673,6
4.692,-1.85362,20.3773,6
4.696,-1.77167,20.4862,6
4.7,-1.6893,20.594,6
4.704,-1.60649,20.7009,6
4.708,-1.52327,20.8066,6
4.712,-1.43962,20.9114,6
4.716,-1.35556,21.0152,6
4.72,-1.27109,21.118,6
4.724,-1.18621,21.2199,6
4.728,-1.10093,21.3208,6
4.732,-1.01524,21.4208,6
4.736,-0.929164,21.5199,6
4.74,-0.842692,21.6181,6
4.744,-0.75583,21.7154,6
4.748,-0.668583,21.8119,6
4.752,-0.580953,21.9075,6
4.756,-0.492943,22.0024,6
4.76,-0.404558,22.0964,6
4.764,-0.315799,22.1896,6
4.768,-0.226671,22.282,6
4.772,-0.137176,22.3737,6
4.776,-0.0473176,22.4647,6
4.78,0.0429018,22.5548,6
4.784,0.133479,22.6443,6
4.788,0.224412,22.7331,6
4.792,0.315696,22.8212,6
4.796,0.40733,22.9086,6
4.8,0.499311,22.9953,6
4.804,0.591637,23.0813,6
4.808,0.684304,23.1668,6
4.812,0.77731,23.2516,6
4.816,0.870653,23.3357,6
4.82,0.96433,23.4193,6
4.824,1.05834,23.5023,6
4.828,1.15268,23.5847,6
4.832,1.24734,23.6665,6
4.836,1.34233,23.7477,6
4.84,1.43765,23.8284,6
4.844,1.53328,23.9086,6
4.848,1.62924,23.9882,6
4.852,1.7255,24.0673,6
4.856,1.82209,24.1459,6
4.86,1.91898,24.224,6
4.864,2.01619,24.3016,6
4.868,2.11371,24.3788,6
4.872,2.21153,24.4554,6
4.876,2.30965,24.5316,6
4.88,2.40808,24.6074,6
4.884,2.50681,24.6827,6
4.888,2.60584,24.7575,6
4.892,2.70517,24.832,6
4.896,2.8048,24.906,6
4.9,2.90472,24.9797,6
4.904,3.00493,25.0529,6
4.908,3.10543,25.1257,6
4.912,3.20622,25.1982,6
4.916,3.3073,25.2702,6
4.92,3.40867,25.3419,6
4.924,3.51032,25.4133,6
4.928,3.61226,25.4843,6
4.932,3.71445,25.5481,5.90526
4.936,3.8167,25.5626,5.22329
4.94,3.91882,25.5298,4.55915
4.944,4.02063,25.4506,3.89815
4.948,4.12193,25.3261,3.24119
4.952,4.22256,25.1572,2.58881
4.956,4.32234,24.945,1.94153
4.96,4.4211,24.6905,1.29987
4.964,4.51868,24.3949,0.664327
4.968,4.61492,24.0592,0.0354068
4.972,4.70965,23.6845,-0.586406
4.976,4.80274,23.272,-1.20063
4.98,4.89403,22.8227,-1.80681
4.984,4.98339,22.3379,-2.40448
4.988,5.07066,21.8187,-2.9932
4.992,5.15573,21.2664,-3.57254
4.996,5.23845,20.682,-4.14208
5,5.31872,20.0669,-4.70141
5.004,5.39641,19.4221,-5.25013
5.008,5.47141,18.7491,-5.78786
5.012,5.54369,18.0715,-6
5.016,5.61331,17.4047,-6
5.02,5.68031,16.7486,-6
5.024,5.74472,16.1029,-6
5.028,5.80659,15.4675,-6
5.032,5.86596,14.8422,-6
5.036,5.92286,14.2268,-6
5.04,5.97735,13.6212,-6
5.044,6.02945,13.0252,-6
5.048,6.0792,12.4386,-6
5.052,6.12665,11.8613,-6
5.056,6.17182,11.2932,-6
5.06,6.21476,10.7339,-6
5.064,6.25549,10.1835,-6
5.068,6.29406,9.64178,-6
5.072,6.33049,9.10854,-6
5.076,6.36483,8.58367,-6
5.08,6.39709,8.06703,-6
5.084,6.42733,7.55847,-6
5.088,6.45556,7.05785,-6
5.092,6.48182,6.56506,-6
5.096,6.50614,6.07994,-6
5.1,6.52855,5.60236,-6
5.104,6.54908,5.13221,-6
5.108,6.56776,4.66936,-6
5.112,6.58461,4.21367,-6
5.116,6.59967,3.76503,-6
5.12,6.61296,3.32332,-6
5.124,6.62452,2.88842,-6
5.128,6.63436,2.46021,-6
5.132,6.64251,2.03859,-6
5.136,6.64901,1.62343,-6
5.14,6.65386,1.21462,-6
5.144,6.65711,0.812068,-6
5.148,6.65878,0.415655,-6
5.152,6.65888,0.0252807,-6
5.156,6.65744,-0.35916,-6
5.16,6.65449,-0.737767,-6
5.164,6.65005,-1.11064,-6
5.168,6.64414,-1.47788,-6
5.172,6.63678,-1.83958,-6
5.176,6.62799,-2.19583,-6
5.18,6.61781,-2.54673,-6
5.184,6.60624,-2.89237,-6
5.188,6.59331,-3.23284,-6
5.192,6.57903,-3.56823,-6
5.196,6.56344,-3.89863,-6
5.2,6.54654,-4.22411,-6
5.204,6.52836,-4.54477,-6
5.208,6.50892,-4.86069,-6
5.212,6.48823,-5.17194,-6
5.216,6.46632,-5.47861,-6
5.22,6.44319,-5.78078,-6
5.224,6.41888,-6.07852,-6
5.228,6.39339,-6.37191,-6
5.232,6.36675,-6.66102,-6
5.236,6.33897,-6.94594,-6
5.24,6.31006,-7.22672,-6
5.244,6.28004,-7.50344,-6
5.248,6.24894,-7.77617,-6
5.252,6.21676,-8.04498,-6
5.256,6.18352,-8.30994,-6
5.26,6.14924,-8.5711,-6
5.264,6.11392,-8.82855,-6
5.268,6.07759,-9.08233,-6
5.272,6.04026,-9.33252,-6
5.276,6.00195,-9.57918,-6
5.28,5.96266,-9.82236,-6
5.284,5.92241,-10.0621,-6
5.288,5.88121,-10.2985,-6
5.292,5.83909,-10.5317,-6
5.296,5.79604,-10.7615,-6
5.3,5.75209,-10.9882,-6
5.304,5.70724,-11.2118,-6
5.308,5.66151,-11.4323,-6
5.312,5.61491,-11.6498,-6
5.316,5.56746,-11.8642,-6
5.32,5.51915,-12.0758,-6
5.324,5.47001,-12.2845,-6
5.328,5.42005,-12.4904,-6
5.332,5.36928,-12.6935,-6
5.336,5.3177,-12.8939,-6
5.34,5.26534,-13.0917,-6
5.344,5.21219,-13.2868,-6
5.348,5.15827,-13.4793,-6
5.352,5.10359,-13.6693,-6
5.356,5.04817,-13.8567,-6
5.36,4.992,-14.0418,-6
5.364,4.9351,-14.2244,-6
5.368,4.87748,-14.4046,-6
5.372,4.81915,-14.5826,-6
5.376,4.76012,-14.7582,-6
5.38,4.70039,-14.9316,-6
5.384,4.63998,-15.1028,-6
5.388,4.5789,-15.2719,-6
5.392,4.51714,-15.4388,-6
5.396,4.45473,-15.6036,-6
5.4,4.39166,-15.7663,-6
5.404,4.32795,-15.927,-6
5.408,4.26361,-16.0858,-6
5.412,4.19864,-16.2426,-6
5.416,4.13305,-16.3975,-6
5.42,4.06685,-16.5505,-6
5.424,4.00004,-16.7016,-6
5.428,3.93264,-16.851,-6
5.432,3.86464,-16.9985,-6
5.436,3.79607,-17.1443,-6
5.44,3.72691,-17.2884,-6
5.444,3.65719,-17.4308,-6
5.448,3.5869,-17.5715,-6
5.452,3.51606,-17.7106,-6
5.456,3.44467,-17.8481,-6
5.46,3.37273,-17.984,-6
5.464,3.30026,-18.1183,-6
5.468,3.22725,-18.2512,-6
5.472,3.15372,-18.3825,-6
5.476,3.07968,-18.5124,-6
5.48,3.00511,-18.6408,-6
5.484,2.93004,-18.7679,-6
5.488,2.85447,-18.8935,-6
5.492,2.7784,-19.0177,-6
5.496,2.70183,-19.1407,-6
5.5,2.62478,-19.2623,-6
5.504,2.54725,-19.3826,-6
5.508,2.46925,-19.5016,-6
5.512,2.39077,-19.6194,-6
5.516,2.31183,-19.736,-6
5.52,2.23242,-19.8514,-6
5.524,2.15256,-19.9656,-6
5.528,2.07224,-20.0786,-6
5.532,1.99148,-20.1905,-6
5.536,1.91028,-20.3012,-6
5.54,1.82863,-20.4109,-6
5.544,1.74655,-20.5195,-6
5.548,1.66405,-20.627,-6
5.552,1.58111,-20.7335,-6
5.556,1.49776,-20.839,-6
5.56,1.41398,-20.9434,-6
5.564,1.3298,-21.0469,-6
5.568,1.2452,-21.1494,-6
5.572,1.16019,-21.251,-6
5.576,1.07479,-21.3516,-6
5.58,0.988981,-21.4513,-6
5.584,0.902781,-21.5502,-6
5.588,0.816188,-21.6481,-6
5.592,0.729208,-21.7452,-6
5.596,0.641842,-21.8414,-6
5.6,0.554095,-21.9368,-6
5.604,0.465969,-22.0314,-6
5.608,0.377469,-22.1251,-6
5.612,0.288597,-22.2181,-6
5.616,0.199355,-22.3103,-6
5.62,0.109748,-22.4018,-6
5.624,0.0197784,-22.4925,-6
5.628,-0.0705513,-22.5824,-6
5.632,-0.161238,-22.6717,-6
5.636,-0.252279,-22.7602,-6
5.64,-0.343671,-22.8481,-6
5.644,-0.435413,-22.9353,-6
5.648,-0.5275,-23.0218,-6
5.652,-0.619931,-23.1077,-6
5.656,-0.712702,-23.1929,-6
5.66,-0.805812,-23.2775,-6
5.664,-0.899258,-23.3615,-6
5.668,-0.993038,-23.4449,-6
5.672,-1.08715,-23.5276,-6
5.676,-1.18159,-23.6099,-6
5.68,-1.27635,-23.6915,-6
5.684,-1.37144,-23.7726,-6
5.688,-1.46686,-23.8531,-6
5.692,-1.56259,-23.9331,-6
5.696,-1.65864,-24.0126,-6
5.7,-1.755,-24.0915,-6
5.704,-1.85168,-24.17,-6
5.708,-1.94868,-24.2479,-6
5.712,-2.04598,-24.3254,-6
5.716,-2.14359,-24.4024,-6
5.72,-2.2415,-24.4789,-6
5.724,-2.33972,-24.5549,-6
5.728,-2.43824,-24.6305,-6
5.732,-2.53707,-24.7057,-6
5.736,-2.63619,-24.7805,-6
5.74,-2.73561,-24.8548,-6
5.744,-2.83532,-24.9287,-6
5.748,-2.93533,-25.0022,-6
5.752,-3.03563,-25.0753,-6
5.756,-3.13623,-25.148,-6
5.76,-3.23711,-25.2203,-6
5.764,-3.33828,-25.2923,-6
5.768,-3.43973,-25.3639,-6
5.772,-3.54147,-25.4351,-6
5.776,-3.6435,-25.506,-6
5.78,-3.74571,-25.5546,-5.69599
5.784,-3.84793,-25.5546,-5.0202
5.788,-3.94996,-25.5076,-4.35698
5.792,-4.05162,-25.4145,-3.69718
5.796,-4.15273,-25.2764,-3.0416
5.8,-4.2531,-25.0942,-2.39076
5.804,-4.35258,-24.8691,-1.74517
5.808,-4.45099,-24.602,-1.10535
5.812,-4.54816,-24.2941,-0.471815
5.816,-4.64395,-23.9464,0.154955
5.82,-4.73819,-23.5601,0.774471
5.824,-4.83074,-23.1363,1.38626
5.828,-4.92144,-22.6761,1.98986
5.832,-5.01016,-22.1808,2.58482
5.836,-5.09677,-21.6514,3.17069
5.84,-5.18113,-21.0892,3.74705
5.844,-5.26311,-20.4954,4.31349
5.848,-5.34259,-19.8711,4.86959
5.852,-5.41946,-19.2177,5.41497
5.856,-5.49361,-18.5362,5.94925
5.86,-5.56505,-17.862,6
5.864,-5.63385,-17.1986,6
5.868,-5.70003,-16.5458,6
5.872,-5.76365,-15.9033,6
5.876,-5.82473,-15.2711,6
5.88,-5.88333,-14.6489,6
5.884,-5.93947,-14.0366,6
5.888,-5.99321,-13.434,6
5.892,-6.04457,-12.8409,6
5.896,-6.0936,-12.2573,6
5.9,-6.14033,-11.6828,6
5.904,-6.1848,-11.1175,6
5.908,-6.22705,-10.561,6
5.912,-6.2671,-10.0133,6
5.916,-6.305,-9.47425,6
5.92,-6.34077,-8.94364,6
5.924,-6.37446,-8.42135,6
5.928,-6.40609,-7.90724,6
5.932,-6.43569,-7.40117,6
5.936,-6.4633,-6.90301,6
5.94,-6.48895,-6.41262,6
5.944,-6.51267,-5.92987,6
5.948,-6.53449,-5.45463,6
5.952,-6.55444,-4.98677,6
5.956,-6.57254,-4.52616,6
5.96,-6.58883,-4.07268,6
5.964,-6.60334,-3.62622,6
5.968,-6.61608,-3.18665,6
5.972,-6.6271,-2.75384,6
5.976,-6.63641,-2.3277,6
5.98,-6.64404,-1.9081,6
5.984,-6.65002,-1.49494,6
5.988,-6.65438,-1.08809,6
5.992,-6.65713,-0.687465,6
5.996,-6.6583,-0.292947,6
6,-6.65791,0.0955659,6
6.004,-6.656,0.478176,6
6.008,-6.65258,0.854985,6
6.012,-6.64768,1.22609,6
6.016,-6.64131,1.59159,6
6.02,-6.6335,1.95158,6
6.024,-6.62428,2.30616,6
6.028,-6.61366,2.65541,6
6.032,-6.60166,2.99943,6
6.036,-6.58831,3.3383,6
6.04,-6.57362,3.67213,6
6.044,-6.55762,4.00098,6
6.048,-6.54032,4.32495,6
6.052,-6.52174,4.64412,6
6.056,-6.5019,4.95857,6
6.06,-6.48083,5.26839,6
6.064,-6.45854,5.57365,6
6.068,-6.43504,5.87443,6
6.072,-6.41036,6.1708,6
6.076,-6.3845,6.46285,6
6.08,-6.3575,6.75065,6
6.084,-6.32936,7.03426,6
6.088,-6.30011,7.31377,6
6.092,-6.26975,7.58924,6
6.096,-6.23831,7.86074,6
6.1,-6.2058,8.12834,6
6.104,-6.17223,8.39211,6
6.108,-6.13762,8.65211,6
6.112,-6.10199,8.90841,6
6.116,-6.06534,9.16107,6
6.12,-6.0277,9.41015,6
6.124,-5.98908,9.65571,6
6.128,-5.94949,9.89783,6
6.132,-5.90894,10.1365,6
6.136,-5.86745,10.3719,6
6.14,-5.82504,10.604,6
6.144,-5.78171,10.8329,6
6.148,-5.73747,11.0586,6
6.152,-5.69235,11.2812,6
6.156,-5.64634,11.5008,6
6.16,-5.59947,11.7173,6
6.164,-5.55175,11.9309,6
6.168,-5.50318,12.1415,6
6.172,-5.45379,12.3494,6
6.176,-5.40357,12.5544,6
6.18,-5.35254,12.7567,6
6.184,-5.30072,12.9562,6
6.188,-5.2481,13.1531,6
6.192,-5.19472,13.3474,6
6.196,-5.14056,13.5391,6
6.2,-5.08565,13.7283,6
6.204,-5.02999,13.915,6
6.208,-4.97359,14.0993,6
6.212,-4.91646,14.2812,6
6.216,-4.85862,14.4607,6
6.22,-4.80007,14.6379,6
6.224,-4.74082,14.8129,6
6.228,-4.68087,14.9856,6
6.232,-4.62025,15.1561,6
6.236,-4.55895,15.3245,6
6.24,-4.49699,15.4907,6
6.244,-4.43437,15.6549,6
6.248,-4.3711,15.817,6
6.252,-4.30719,15.9771,6
6.256,-4.24265,16.1352,6
6.26,-4.17749,16.2914,6
6.264,-4.1117,16.4457,6
6.268,-4.04531,16.5981,6
