t,pitch_deg,gyro_dps,base_cmd
6.272,-3.97832,16.7487,6
6.276,-3.91073,16.8975,6
6.28,-3.84255,17.0445,6
6.284,-3.77379,17.1898,6
6.288,-3.70446,17.3333,6
6.292,-3.63456,17.4752,6
6.296,-3.56409,17.6154,6
6.3,-3.49308,17.754,6
6.304,-3.42151,17.891,6
6.308,-3.34941,18.0264,6
6.312,-3.27677,18.1603,6
6.316,-3.2036,18.2926,6
6.32,-3.1299,18.4235,6
6.324,-3.05569,18.5529,6
6.328,-2.98097,18.6809,6
6.332,-2.90574,18.8075,6
6.336,-2.83001,18.9327,6
6.34,-2.75378,19.0566,6
6.344,-2.67706,19.1791,6
6.348,-2.59986,19.3003,6
6.352,-2.52218,19.4202,6
6.356,-2.44403,19.5389,6
6.36,-2.3654,19.6563,6
6.364,-2.28631,19.7725,6
6.368,-2.20676,19.8875,6
6.372,-2.12676,20.0013,6
6.376,-2.0463,20.114,6
6.38,-1.9654,20.2255,6
6.384,-1.88406,20.3359,6
6.388,-1.80227,20.4452,6
6.392,-1.72006,20.5535,6
6.396,-1.63742,20.6607,6
6.4,-1.55435,20.7669,6
6.404,-1.47086,20.872,6
6.408,-1.38696,20.9762,6
6.412,-1.30264,21.0793,6
6.416,-1.21791,21.1816,6
6.42,-1.13278,21.2828,6
6.424,-1.04725,21.3832,6
6.428,-0.96132,21.4826,6
6.432,-0.874995,21.5812,6
6.436,-0.78828,21.6788,6
6.44,-0.701177,21.7756,6
6.444,-0.613691,21.8716,6
6.448,-0.525824,21.9667,6
6.452,-0.43758,22.061,6
6.456,-0.348962,22.1546,6
6.46,-0.259972,22.2473,6
6.464,-0.170615,22.3393,6
6.468,-0.0808933,22.4305,6
6.472,0.00919052,22.521,6
6.476,0.0996334,22.6107,6
6.48,0.190432,22.6997,6
6.484,0.281585,22.7881,6
6.488,0.373088,22.8757,6
6.492,0.464938,22.9627,6
6.496,0.557134,23.049,6
6.5,0.649673,23.1347,6
6.504,0.742552,23.2197,6
6.508,0.835769,23.3041,6
6.512,0.92932,23.3879,6
6.516,1.0232,23.4711,6
6.52,1.11742,23.5537,6
6.524,1.21196,23.6357,6
6.528,1.30683,23.7172,6
6.532,1.40202,23.7981,6
6.536,1.49754,23.8785,6
6.54,1.59337,23.9583,6
6.544,1.68952,24.0376,6
6.548,1.78599,24.1164,6
6.552,1.88277,24.1947,6
6.556,1.97986,24.2725,6
6.56,2.07725,24.3498,6
6.564,2.17496,24.4266,6
6.568,2.27297,24.503,6
6.572,2.37129,24.5789,6
6.576,2.46991,24.6544,6
6.58,2.56882,24.7294,6
6.584,2.66804,24.8041,6
6.588,2.76755,24.8782,6
6.592,2.86736,24.952,6
6.596,2.96746,25.0254,6
6.6,3.06786,25.0984,6
6.604,3.16854,25.171,6
6.608,3.26951,25.2432,6
6.612,3.37077,25.315,6
6.616,3.47232,25.3865,6
6.62,3.57415,25.4576,6
6.624,3.67626,25.5284,6
6.628,3.77851,25.5611,5.47598
6.632,3.88069,25.5459,4.80669
6.636,3.98263,25.4839,4.14443
6.64,4.08413,25.3762,3.48593
6.644,4.18503,25.2238,2.8318
6.648,4.28514,25.0277,2.18258
6.652,4.38429,24.7889,1.53878
6.656,4.48233,24.5085,0.900919
6.66,4.57908,24.1877,0.269492
6.664,4.67439,23.8274,-0.355009
6.668,4.7681,23.4289,-0.972102
6.672,4.86008,22.9933,-1.58132
6.676,4.95016,22.5217,-2.1822
6.68,5.03823,22.0152,-2.77429
6.684,5.12413,21.4752,-3.35716
6.688,5.20774,20.9026,-3.93039
6.692,5.28893,20.2989,-4.49355
6.696,5.36759,19.6651,-5.04626
6.7,5.4436,19.0025,-5.58812
6.704,5.51689,18.3208,-6
6.708,5.58749,17.6501,-6
6.712,5.65545,16.99,-6
6.716,5.72081,16.3405,-6
6.72,5.78361,15.7013,-6
6.724,5.8439,15.0723,-6
6.728,5.90172,14.4533,-6
6.732,5.95709,13.8441,-6
6.736,6.01007,13.2445,-6
6.74,6.06069,12.6545,-6
6.744,6.10898,12.0738,-6
6.748,6.15499,11.5022,-6
6.752,6.19875,10.9397,-6
6.756,6.2403,10.3861,-6
6.76,6.27966,9.84114,-6
6.764,6.31688,9.30477,-6
6.768,6.35199,8.77681,-6
6.772,6.38502,8.25714,-6
6.776,6.416,7.7456,-6
6.78,6.44497,7.24207,-6
6.784,6.47195,6.74639,-6
6.788,6.49699,6.25844,-6
6.792,6.5201,5.77809,-6
6.796,6.54132,5.30521,-6
6.8,6.56068,4.83967,-6
6.804,6.5782,4.38134,-6
6.808,6.59392,3.93011,-6
6.812,6.60787,3.48585,-6
6.816,6.62006,3.04844,-6
6.82,6.63053,2.61777,-6
6.824,6.63931,2.19372,-6
6.828,6.64641,1.77618,-6
6.832,6.65187,1.36503,-6
6.836,6.65571,0.960178,-6
6.84,6.65796,0.561505,-6
6.844,6.65863,0.168907,-6
6.848,6.65776,-0.217718,-6
6.852,6.65537,-0.598473,-6
6.856,6.65147,-0.973458,-6
6.86,6.6461,-1.34277,-6
6.864,6.63928,-1.70651,-6
6.868,6.63102,-2.06477,-6
6.872,6.62135,-2.41764,-6
6.876,6.61029,-2.76522,-6
6.88,6.59786,-3.10759,-6
6.884,6.58408,-3.44485,-6
6.888,6.56897,-3.77708,-6
6.892,6.55255,-4.10438,-6
6.896,6.53484,-4.42681,-6
6.9,6.51587,-4.74447,-6
6.904,6.49564,-5.05744,-6
6.908,6.47417,-5.3658,-6
6.912,6.45149,-5.66963,-6
6.916,6.42762,-5.969,-6
6.92,6.40256,-6.26399,-6
6.924,6.37634,-6.55468,-6
6.928,6.34898,-6.84114,-6
6.932,6.32049,-7.12344,-6
6.936,6.29088,-7.40166,-6
6.94,6.26018,-7.67586,-6
6.944,6.22839,-7.94611,-6
6.948,6.19554,-8.21249,-6
6.952,6.16164,-8.47505,-6
6.956,6.12671,-8.73386,-6
6.96,6.09075,-8.989,-6
6.964,6.05379,-9.24051,-6
6.968,6.01583,-9.48847,-6
6.972,5.9769,-9.73293,-6
6.976,5.93701,-9.97395,-6
6.98,5.89616,-10.2116,-6
6.984,5.85438,-10.4459,-6
6.988,5.81167,-10.677,-6
6.992,5.76805,-10.9049,-6
6.996,5.72353,-11.1296,-6
7,5.67813,-11.3512,-6
7.004,5.63185,-11.5698,-6
7.008,5.5847,-11.7854,-6
7.012,5.53671,-11.998,-6
7.016,5.48788,-12.2078,-6
7.02,5.43822,-12.4147,-6
7.024,5.38775,-12.6189,-6
7.028,5.33647,-12.8203,-6
7.032,5.28439,-13.019,-6
7.036,5.23153,-13.215,-6
7.04,5.1779,-13.4085,-6
7.044,5.1235,-13.5994,-6
7.048,5.06835,-13.7878,-6
7.052,5.01245,-13.9737,-6
7.056,4.95582,-14.1573,-6
7.06,4.89847,-14.3384,-6
7.064,4.8404,-14.5172,-6
7.068,4.78163,-14.6937,-6
7.072,4.72215,-14.8679,-6
7.076,4.662,-15.0399,-6
7.08,4.60116,-15.2097,-6
7.084,4.53965,-15.3774,-6
7.088,4.47747,-15.543,-6
7.092,4.41465,-15.7065,-6
7.096,4.35118,-15.868,-6
7.1,4.28707,-16.0274,-6
7.104,4.22233,-16.185,-6
7.108,4.15696,-16.3406,-6
7.112,4.09099,-16.4942,-6
7.116,4.0244,-16.6461,-6
7.12,3.95722,-16.7961,-6
7.124,3.88944,-16.9443,-6
7.128,3.82108,-17.0907,-6
7.132,3.75214,-17.2354,-6
7.136,3.68262,-17.3784,-6
7.14,3.61254,-17.5198,-6
7.144,3.54191,-17.6595,-6
7.148,3.47072,-17.7975,-6
7.152,3.39898,-17.934,-6
7.156,3.3267,-18.069,-6
7.16,3.2539,-18.2024,-6
7.164,3.18056,-18.3343,-6
7.168,3.1067,-18.4647,-6
7.172,3.03232,-18.5936,-6
7.176,2.95744,-18.7212,-6
7.18,2.88205,-18.8473,-6
7.184,2.80616,-18.9721,-6
7.188,2.72978,-19.0955,-6
7.192,2.65291,-19.2176,-6
7.196,2.57556,-19.3384,-6
7.2,2.49772,-19.4579,-6
7.204,2.41942,-19.5762,-6
7.208,2.34065,-19.6932,-6
7.212,2.26141,-19.809,-6
7.216,2.18172,-19.9236,-6
7.22,2.10157,-20.0371,-6
7.224,2.02097,-20.1494,-6
7.228,1.93993,-20.2606,-6
7.232,1.85845,-20.3706,-6
7.236,1.77653,-20.4796,-6
7.24,1.69418,-20.5875,-6
7.244,1.6114,-20.6944,-6
7.248,1.5282,-20.8003,-6
7.252,1.44458,-20.9051,-6
7.256,1.36054,-21.0089,-6
7.26,1.2761,-21.1118,-6
7.264,1.19124,-21.2137,-6
7.268,1.10598,-21.3147,-6
7.272,1.02032,-21.4147,-6
7.276,0.934267,-21.5139,-6
7.28,0.847818,-21.6122,-6
7.284,0.76098,-21.7095,-6
7.288,0.673756,-21.8061,-6
7.292,0.586149,-21.9018,-6
7.296,0.498162,-21.9966,-6
7.3,0.409799,-22.0907,-6
7.304,0.321063,-22.184,-6
7.308,0.231957,-22.2765,-6
7.312,0.142485,-22.3682,-6
7.316,0.0526479,-22.4592,-6
7.32,-0.0375497,-22.5494,-6
7.324,-0.128106,-22.6389,-6
7.328,-0.219017,-22.7278,-6
7.332,-0.31028,-22.8159,-6
7.336,-0.401893,-22.9033,-6
7.34,-0.493853,-22.9901,-6
7.344,-0.586158,-23.0762,-6
7.348,-0.678805,-23.1616,-6
7.352,-0.77179,-23.2465,-6
7.356,-0.865113,-23.3307,-6
7.36,-0.95877,-23.4143,-6
7.364,-1.05276,-23.4973,-6
7.368,-1.14708,-23.5797,-6
7.372,-1.24172,-23.6616,-6
7.376,-1.3367,-23.7428,-6
7.38,-1.43199,-23.8236,-6
7.384,-1.52761,-23.9038,-6
7.388,-1.62354,-23.9834,-6
7.392,-1.71979,-24.0626,-6
7.396,-1.81635,-24.1412,-6
7.4,-1.91323,-24.2193,-6
7.404,-2.01042,-24.297,-6
7.408,-2.10792,-24.3741,-6
7.412,-2.20572,-24.4508,-6
7.416,-2.30383,-24.527,-6
7.42,-2.40224,-24.6028,-6
7.424,-2.50095,-24.6782,-6
7.428,-2.59996,-24.7531,-6
7.432,-2.69927,-24.8275,-6
7.436,-2.79888,-24.9016,-6
7.44,-2.89878,-24.9752,-6
7.444,-2.99897,-25.0485,-6
7.448,-3.09946,-25.1213,-6
7.452,-3.20023,-25.1938,-6
7.456,-3.3013,-25.2659,-6
7.46,-3.40265,-25.3376,-6
7.464,-3.50429,-25.409,-6
7.468,-3.60621,-25.48,-6
7.472,-3.70839,-25.5468,-5.94555
7.476,-3.81065,-25.564,-5.26239
7.48,-3.91278,-25.534,-4.59809
7.484,-4.01461,-25.4575,-3.93685
7.488,-4.11596,-25.3356,-3.27963
7.492,-4.21663,-25.1692,-2.62696
7.496,-4.31647,-24.9595,-1.97936
7.5,-4.4153,-24.7075,-1.33734
7.504,-4.51296,-24.4143,-0.701423
7.508,-4.60928,-24.0808,-0.0720919
7.512,-4.70412,-23.7084,0.550159
7.516,-4.79731,-23.298,1.16485
7.52,-4.88871,-22.8509,1.77152
7.524,-4.97818,-22.3681,2.36972
7.528,-5.06559,-21.8509,2.95898
7.532,-5.15079,-21.3005,3.53889
7.536,-5.23366,-20.7179,4.10902
7.54,-5.31408,-20.1045,4.66897
7.544,-5.39193,-19.4615,5.21833
7.548,-5.46709,-18.79,5.75672
7.552,-5.53953,-18.1118,6
7.556,-5.60931,-17.4444,6
7.56,-5.67646,-16.7876,6
7.564,-5.74103,-16.1413,6
7.568,-5.80305,-15.5053,6
7.572,-5.86256,-14.8794,6
7.576,-5.91962,-14.2634,6
7.58,-5.97425,-13.6572,6
7.584,-6.02649,-13.0607,6
7.588,-6.07638,-12.4735,6
7.592,-6.12397,-11.8957,6
7.596,-6.16927,-11.327,6
7.6,-6.21234,-10.7672,6
7.604,-6.25321,-10.2163,6
7.608,-6.2919,-9.67402,6
7.612,-6.32847,-9.14027,6
7.616,-6.36293,-8.61491,6
7.62,-6.39532,-8.09777,6
7.624,-6.42567,-7.58873,6
7.628,-6.45402,-7.08765,6
7.632,-6.4804,-6.59439,6
7.636,-6.50483,-6.10881,6
7.64,-6.52736,-5.63079,6
7.644,-6.548,-5.1602,6
7.648,-6.56679,-4.69691,6
7.652,-6.58375,-4.2408,6
7.656,-6.59892,-3.79174,6
7.66,-6.61231,-3.34962,6
7.664,-6.62397,-2.91431,6
7.668,-6.63391,-2.48571,6
7.672,-6.64217,-2.06369,6
7.676,-6.64876,-1.64815,6
7.68,-6.65372,-1.23897,6
7.684,-6.65706,-0.83604,6
7.688,-6.65882,-0.439263,6
7.692,-6.65901,-0.0485298,6
7.696,-6.65767,0.336263,6
7.7,-6.65481,0.715217,6
7.704,-6.65045,1.08843,6
7.708,-6.64463,1.456,6
7.712,-6.63736,1.81803,6
7.716,-6.62866,2.17461,6
7.72,-6.61856,2.52583,6
7.724,-6.60707,2.87178,6
7.728,-6.59422,3.21256,6
7.732,-6.58003,3.54825,6
7.736,-6.56451,3.87894,6
7.74,-6.54769,4.20472,6
7.744,-6.52959,4.52566,6
7.748,-6.51022,4.84186,6
7.752,-6.48961,5.15339,6
7.756,-6.46777,5.46033,6
7.76,-6.44472,5.76277,6
7.764,-6.42047,6.06077,6
7.768,-6.39505,6.35442,6
7.772,-6.36848,6.64379,6
7.776,-6.34076,6.92895,6
7.78,-6.31192,7.20998,6
7.784,-6.28198,7.48694,6
7.788,-6.25094,7.75991,6
7.792,-6.21882,8.02895,6
7.796,-6.18564,8.29413,6
7.8,-6.15142,8.55553,6
7.804,-6.11617,8.81319,6
7.808,-6.0799,9.06719,6
7.812,-6.04263,9.3176,6
7.816,-6.00437,9.56446,6
7.82,-5.96514,9.80785,6
7.824,-5.92495,10.0478,6
7.828,-5.88381,10.2844,6
7.832,-5.84174,10.5178,6
7.836,-5.79875,10.7478,6
7.84,-5.75485,10.9747,6
7.844,-5.71006,11.1985,6
7.848,-5.66438,11.4191,6
7.852,-5.61783,11.6368,6
7.856,-5.57043,11.8514,6
7.86,-5.52217,12.0632,6
7.864,-5.47309,12.2721,6
7.868,-5.42317,12.4781,6
7.872,-5.37245,12.6814,6
7.876,-5.32092,12.882,6
7.88,-5.2686,13.0799,6
7.884,-5.2155,13.2751,6
7.888,-5.16163,13.4678,6
7.892,-5.107,13.6579,6
7.896,-5.05162,13.8455,6
7.9,-4.99549,14.0307,6
7.904,-4.93864,14.2135,6
7.908,-4.88106,14.3939,6
7.912,-4.82278,14.5719,6
7.916,-4.76378,14.7477,6
7.92,-4.7041,14.9213,6
7.924,-4.64373,15.0926,6
7.928,-4.58268,15.2617,6
7.932,-4.52097,15.4288,6
7.936,-4.45859,15.5937,6
7.94,-4.39557,15.7566,6
7.944,-4.3319,15.9174,6
7.948,-4.26759,16.0763,6
7.952,-4.20266,16.2332,6
7.956,-4.13711,16.3882,6
7.96,-4.07094,16.5413,6
7.964,-4.00417,16.6926,6
7.968,-3.9368,16.842,6
7.972,-3.86884,16.9897,6
7.976,-3.8003,17.1356,6
7.98,-3.73118,17.2798,6
7.984,-3.66149,17.4222,6
7.988,-3.59124,17.5631,6
7.992,-3.52043,17.7022,6
7.996,-3.44907,17.8398,6
8,-3.37717,17.9758,6
8.004,-3.30473,18.1103,6
8.008,-3.23175,18.2432,6
8.012,-3.15826,18.3746,6
8.016,-3.08424,18.5046,6
8.02,-3.00971,18.6331,6
8.024,-2.93466,18.7602,6
8.028,-2.85912,18.886,6
8.032,-2.78308,19.0103,6
8.036,-2.70655,19.1333,6
8.04,-2.62953,19.255,6
8.044,-2.55202,19.3754,6
8.048,-2.47405,19.4945,6
8.052,-2.3956,19.6124,6
8.056,-2.31668,19.729,6
8.06,-2.2373,19.8445,6
8.064,-2.15747,19.9587,6
8.068,-2.07718,20.0718,6
8.072,-1.99645,20.1838,6
8.076,-1.91527,20.2946,6
8.08,-1.83365,20.4043,6
8.084,-1.7516,20.513,6
8.088,-1.66912,20.6206,6
8.092,-1.58621,20.7271,6
8.096,-1.50288,20.8326,6
8.1,-1.41913,20.9372,6
8.104,-1.33497,21.0407,6
8.108,-1.25039,21.1433,6
8.112,-1.16541,21.2449,6
8.116,-1.08003,21.3456,6
8.12,-0.99425,21.4453,6
8.124,-0.908073,21.5442,6
8.128,-0.821504,21.6422,6
8.132,-0.734546,21.7393,6
8.136,-0.647204,21.8356,6
8.14,-0.55948,21.931,6
8.144,-0.471377,22.0257,6
8.148,-0.382899,22.1195,6
8.152,-0.294049,22.2125,6
8.156,-0.20483,22.3048,6
8.16,-0.115245,22.3963,6
8.164,-0.0252971,22.487,6
8.168,0.0650109,22.577,6
8.172,0.155676,22.6663,6
8.176,0.246696,22.7549,6
8.18,0.338067,22.8428,6
8.184,0.429787,22.93,6
8.188,0.521854,23.0166,6
8.192,0.614264,23.1025,6
8.196,0.707015,23.1878,6
8.2,0.800104,23.2724,6
8.204,0.89353,23.3564,6
8.208,0.987289,23.4398,6
8.212,1.08138,23.5227,6
8.216,1.1758,23.6049,6
8.22,1.27055,23.6866,6
8.224,1.36562,23.7677,6
8.228,1.46101,23.8482,6
8.232,1.55672,23.9283,6
8.236,1.65275,24.0078,6
8.24,1.7491,24.0868,6
8.244,1.84576,24.1652,6
8.248,1.94273,24.2432,6
8.252,2.04002,24.3207,6
8.256,2.13761,24.3977,6
8.26,2.2355,24.4743,6
8.264,2.33371,24.5503,6
8.268,2.43221,24.626,6
8.272,2.53101,24.7012,6
8.276,2.63012,24.7759,6
8.28,2.72952,24.8503,6
8.284,2.82922,24.9242,6
8.288,2.92921,24.9977,6
8.292,3.02949,25.0709,6
8.296,3.13007,25.1436,6
8.3,3.23093,25.2159,6
8.304,3.33208,25.2879,6
8.308,3.43352,25.3595,6
8.312,3.53524,25.4308,6
8.316,3.63725,25.5017,6
8.32,3.73946,25.5534,5.73794
8.324,3.84169,25.5563,5.0609
8.328,3.94374,25.5121,4.39749
8.332,4.04542,25.4218,3.73746
8.336,4.14657,25.2864,3.0816
8.34,4.247,25.1069,2.43044
8.344,4.34653,24.8843,1.78451
8.348,4.44501,24.6198,1.14433
8.352,4.54227,24.3143,0.510385
8.356,4.63815,23.969,-0.116817
8.36,4.73249,23.5851,-0.736795
8.364,4.82514,23.1635,-1.34907
8.368,4.91596,22.7055,-1.95319
8.372,5.00481,22.2123,-2.54869
8.376,5.09155,21.685,-3.13514
8.38,5.17605,21.1247,-3.7121
8.384,5.25818,20.5328,-4.27916
8.388,5.33782,19.9104,-4.83591
8.392,5.41486,19.2587,-5.38196
8.396,5.48917,18.5789,-5.91693
8.4,5.56079,17.904,-6
8.404,5.62975,17.2399,-6
8.408,5.6961,16.5864,-6
8.412,5.75987,15.9433,-6
8.416,5.82111,15.3105,-6
8.42,5.87986,14.6877,-6
8.424,5.93616,14.0747,-6
8.428,5.99005,13.4715,-6
8.432,6.04156,12.8779,-6
8.436,6.09073,12.2937,-6
8.44,6.13761,11.7186,-6
8.444,6.18222,11.1527,-6
8.448,6.2246,10.5957,-6
8.452,6.26479,10.0475,-6
8.456,6.30282,9.50785,-6
8.46,6.33873,8.97671,-6
8.464,6.37255,8.45391,-6
8.468,6.4043,7.93929,-6
8.472,6.43403,7.43272,-6
8.476,6.46177,6.93407,-6
8.48,6.48754,6.4432,-6
8.484,6.51138,5.95997,-6
8.488,6.53332,5.48426,-6
8.492,6.55338,5.01594,-6
8.496,6.5716,4.55488,-6
8.5,6.58801,4.10096,-6
8.504,6.60262,3.65406,-6
8.508,6.61548,3.21406,-6
8.512,6.6266,2.78084,-6
8.516,6.63602,2.35428,-6
8.52,6.64376,1.93428,-6
8.524,6.64984,1.52071,-6
8.528,6.65429,1.11347,-6
8.532,6.65714,0.71246,-6
8.536,6.65841,0.317562,-6
8.54,6.65813,-0.0713247,-6
8.544,6.65631,-0.454302,-6
8.548,6.65299,-0.831471,-6
8.552,6.64817,-1.20293,-6
8.556,6.6419,-1.56878,-6
8.56,6.63418,-1.92911,-6
8.564,6.62505,-2.28402,-6
8.568,6.61451,-2.63361,-6
8.572,6.6026,-2.97795,-6
8.576,6.58933,-3.31715,-6
8.58,6.57473,-3.65128,-6
8.584,6.5588,-3.98045,-6
8.588,6.54159,-4.30472,-6
8.592,6.52309,-4.62419,-6
8.596,6.50333,-4.93894,-6
8.6,6.48234,-5.24904,-6
8.604,6.46012,-5.55458,-6
8.608,6.4367,-5.85564,-6
8.612,6.41209,-6.15229,-6
8.616,6.38631,-6.44461,-6
8.62,6.35938,-6.73267,-6
8.624,6.33131,-7.01654,-6
8.628,6.30213,-7.29631,-6
8.632,6.27184,-7.57203,-6
8.636,6.24046,-7.84378,-6
8.64,6.20802,-8.11162,-6
8.644,6.17451,-8.37562,-6
8.648,6.13997,-8.63586,-6
8.652,6.1044,-8.89239,-6
8.656,6.06782,-9.14527,-6
8.66,6.03024,-9.39457,-6
8.664,5.99168,-9.64036,-6
8.668,5.95215,-9.88268,-6
8.672,5.91166,-10.1216,-6
8.676,5.87023,-10.3572,-6
8.68,5.82788,-10.5895,-6
8.684,5.7846,-10.8186,-6
8.688,5.74042,-11.0445,-6
8.692,5.69535,-11.2673,-6
8.696,5.64941,-11.487,-6
8.7,5.60259,-11.7037,-6
8.704,5.55492,-11.9175,-6
8.708,5.50641,-12.1284,-6
8.712,5.45706,-12.3364,-6
8.716,5.4069,-12.5416,-6
8.72,5.35592,-12.744,-6
8.724,5.30415,-12.9437,-6
8.728,5.25158,-13.1408,-6
8.732,5.19824,-13.3352,-6
8.736,5.14413,-13.5271,-6
8.74,5.08927,-13.7165,-6
8.744,5.03365,-13.9033,-6
8.748,4.9773,-14.0878,-6
8.752,4.92022,-14.2698,-6
8.756,4.86243,-14.4495,-6
8.76,4.80392,-14.6268,-6
8.764,4.74471,-14.8019,-6
8.768,4.68481,-14.9748,-6
8.772,4.62423,-15.1454,-6
8.776,4.56297,-15.3139,-6
8.78,4.50105,-15.4803,-6
8.784,4.43848,-15.6446,-6
8.788,4.37525,-15.8068,-6
8.792,4.31138,-15.9671,-6
8.796,4.24688,-16.1253,-6
8.8,4.18175,-16.2816,-6
8.804,4.11601,-16.436,-6
8.808,4.04965,-16.5886,-6
8.812,3.9827,-16.7393,-6
8.816,3.91514,-16.8882,-6
8.82,3.847,-17.0353,-6
8.824,3.77828,-17.1806,-6
8.828,3.70898,-17.3243,-6
8.832,3.63912,-17.4663,-6
8.836,3.56869,-17.6066,-6
8.84,3.49771,-17.7453,-6
8.844,3.42618,-17.8823,-6
8.848,3.35411,-18.0179,-6
8.852,3.2815,-18.1518,-6
8.856,3.20837,-18.2843,-6
8.86,3.1347,-18.4153,-6
8.864,3.06053,-18.5448,-6
8.868,2.98583,-18.6729,-6
8.872,2.91064,-18.7996,-6
8.876,2.83494,-18.9248,-6
8.88,2.75874,-19.0488,-6
8.884,2.68206,-19.1714,-6
8.888,2.60488,-19.2927,-6
8.892,2.52723,-19.4127,-6
8.896,2.44911,-19.5314,-6
8.9,2.37051,-19.6489,-6
8.904,2.29145,-19.7651,-6
8.908,2.21193,-19.8802,-6
8.912,2.13196,-19.9941,-6
8.916,2.05153,-20.1069,-6
8.92,1.97065,-20.2185,-6
8.924,1.88934,-20.3289,-6
8.928,1.80758,-20.4383,-6
8.932,1.7254,-20.5467,-6
8.936,1.64278,-20.6539,-6
8.94,1.55974,-20.7602,-6
8.944,1.47628,-20.8654,-6
8.948,1.3924,-20.9696,-6
8.952,1.30811,-21.0728,-6
8.956,1.22341,-21.1751,-6
8.96,1.1383,-21.2764,-6
8.964,1.0528,-21.3768,-6
8.968,0.966892,-21.4763,-6
8.972,0.880592,-21.5749,-6
8.976,0.793901,-21.6727,-6
8.98,0.706823,-21.7695,-6
8.984,0.619361,-21.8655,-6
8.988,0.531518,-21.9607,-6
8.992,0.443298,-22.0551,-6
8.996,0.354703,-22.1487,-6
9,0.265738,-22.2414,-6
9.004,0.176404,-22.3335,-6
9.008,0.0867049,-22.4247,-6
9.012,-0.00335604,-22.5152,-6
9.016,-0.0937762,-22.605,-6
9.02,-0.184553,-22.6941,-6
9.024,-0.275683,-22.7825,-6
9.028,-0.367163,-22.8702,-6
9.032,-0.458992,-22.9572,-6
9.036,-0.551166,-23.0435,-6
9.04,-0.643683,-23.1293,-6
9.044,-0.736541,-23.2143,-6
9.048,-0.829736,-23.2988,-6
9.052,-0.923266,-23.3826,-6
9.056,-1.01713,-23.4658,-6
9.06,-1.11132,-23.5485,-6
9.064,-1.20585,-23.6305,-6
9.068,-1.30069,-23.712,-6
9.072,-1.39587,-23.793,-6
9.076,-1.49136,-23.8734,-6
9.08,-1.58717,-23.9532,-6
9.084,-1.6833,-24.0326,-6
9.088,-1.77975,-24.1114,-6
9.092,-1.87651,-24.1897,-6
9.096,-1.97358,-24.2676,-6
9.1,-2.07096,-24.3449,-6
9.104,-2.16864,-24.4218,-6
9.108,-2.26664,-24.4982,-6
9.112,-2.36493,-24.5741,-6
9.116,-2.46353,-24.6496,-6
9.12,-2.56243,-24.7247,-6
9.124,-2.66163,-24.7993,-6
9.128,-2.76112,-24.8735,-6
9.132,-2.86091,-24.9473,-6
9.136,-2.96099,-25.0207,-6
9.14,-3.06137,-25.0937,-6
9.144,-3.16203,-25.1664,-6
9.148,-3.26299,-25.2386,-6
9.152,-3.36423,-25.3105,-6
9.156,-3.46576,-25.382,-6
9.16,-3.56757,-25.4531,-6
9.164,-3.66967,-25.5239,-6
9.168,-3.77191,-25.5598,-5.52028
9.172,-3.8741,-25.5477,-4.84968
9.176,-3.97605,-25.4887,-4.18723
9.18,-4.07759,-25.3839,-3.52846
9.184,-4.17852,-25.2344,-2.87404
9.188,-4.27869,-25.0411,-2.2245
9.192,-4.37791,-24.8051,-1.58034
9.196,-4.47602,-24.5274,-0.942082
9.2,-4.57285,-24.2091,-0.310229
9.204,-4.66826,-23.8514,0.314729
9.208,-4.76208,-23.4553,0.93231
9.212,-4.85417,-23.0221,1.54204
9.216,-4.94438,-22.5528,2.14347
9.22,-5.03258,-22.0486,2.73614
9.224,-5.11862,-21.5106,3.31962
9.228,-5.20238,-20.9402,3.89347
9.232,-5.28373,-20.3385,4.4573
9.236,-5.36256,-19.7066,5.01069
9.24,-5.43874,-19.0458,5.55326
9.244,-5.5122,-18.3635,6
9.248,-5.58296,-17.692,6
9.252,-5.65109,-17.0313,6
9.256,-5.71661,-16.3811,6
9.26,-5.77958,-15.7413,6
9.264,-5.84003,-15.1116,6
9.268,-5.89799,-14.492,6
9.272,-5.95352,-13.8822,6
9.276,-6.00665,-13.282,6
9.28,-6.05742,-12.6914,6
9.284,-6.10586,-12.1101,6
9.288,-6.15201,-11.538,6
9.292,-6.19591,-10.9749,6
9.296,-6.23759,-10.4207,6
9.3,-6.27709,-9.87522,6
9.304,-6.31445,-9.33831,6
9.308,-6.34968,-8.80983,6
9.312,-6.38284,-8.28964,6
9.316,-6.41395,-7.77759,6
9.32,-6.44305,-7.27355,6
9.324,-6.47016,-6.77738,6
9.328,-6.49531,-6.28895,6
9.332,-6.51855,-5.80813,6
9.336,-6.53988,-5.33478,6
9.34,-6.55936,-4.86878,6
9.344,-6.577,-4.41,6
9.348,-6.59283,-3.95832,6
9.352,-6.60689,-3.51362,6
9.356,-6.61919,-3.07579,6
9.36,-6.62977,-2.64469,6
9.364,-6.63865,-2.22023,6
9.368,-6.64586,-1.80228,6
9.372,-6.65142,-1.39073,6
9.376,-6.65536,-0.985484,6
9.38,-6.65771,-0.586423,6
9.384,-6.65848,-0.193445,6
9.388,-6.65771,0.193554,6
9.392,-6.65541,0.574676,6
9.396,-6.65161,0.950022,6
9.4,-6.64633,1.31969,6
9.404,-6.6396,1.68378,6
9.408,-6.63143,2.04238,6
9.412,-6.62184,2.39559,6
9.416,-6.61087,2.7435,6
